StudyId,DateTimeStudyAdded,SystematicSearchId,SystematicSearchName,InvestigatorIds,InvestigatorNames,DateTimeOfScreenings,ScreeningDecisions,ScreeningStatus
c354f81d-309c-4b87-a265-a1669fd722ab,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
831e723c-04cd-4af1-b720-8ace38b96b11,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
3d59d498-d741-4d1e-b17a-318fc3d44225,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
db41ee7b-ed83-47dd-9fc4-583fffbba7af,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,207a08a1-9e0d-4888-9bca-fb1530a0878c,Alexandra Bannach-Brown,2023-09-22 09:08:08,Included,InsufficientlyScreened
7d2bca2f-be83-4dc8-a5f5-73040057a50c,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
f1ec4d8a-4d8a-40b7-a90d-a9950fa7aefd,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
0c813a41-18cd-40e5-82b6-f3f17235c203,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
711a647a-13d7-4263-b6e4-632ec4c33f20,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,207a08a1-9e0d-4888-9bca-fb1530a0878c,Alexandra Bannach-Brown,2023-09-22 09:08:09,Excluded,InsufficientlyScreened
81544b87-9df8-4ac4-bb18-9ef900022f3e,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
38231d70-3d18-46f3-b8f2-6e884c08e8aa,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
e9f5c5e0-99a8-416a-a317-a2a308eb37d8,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
e05d8931-0ea0-464d-ab43-dbeb2672f828,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
a3366259-7a08-4027-994e-765d91596aa5,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
322b1e69-325f-43d1-9911-41a2064339f6,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
80146906-1558-4967-8367-e7f0dbac1ce4,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
3b196f6a-2702-427c-8c7c-53f8e75386e4,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
6589caea-b9b9-41a8-9686-97c621e7a6c3,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
48c73588-db2f-48f5-9a88-a72f522d6c4b,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
fb778fe3-1f12-4792-9d9c-140a7641e387,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
